Time,Driver,Position,GapToLeader,IntervalToPositionAhead
0 days 02:18:31.934000,99,15.0,+65.806,+1.346
0 days 02:18:34.936000,99,15.0,+65.882,+1.308
0 days 02:18:39.855000,99,15.0,+66.100,+1.301
0 days 02:18:41.008000,99,15.0,+66.155,+1.289
0 days 02:18:48.086000,99,15.0,+66.204,+1.119
0 days 02:18:50.999000,99,15.0,+66.177,+1.096
0 days 02:18:55.792000,99,15.0,+66.136,+1.152
0 days 02:18:59.087000,99,15.0,+66.186,+1.217
0 days 02:19:02.323000,99,15.0,+66.306,+1.206
0 days 02:19:06.222000,99,15.0,+66.431,+1.011
0 days 02:19:11.944000,99,15.0,+66.460,+0.996
0 days 02:19:15.839000,99,15.0,+66.444,+1.050
0 days 02:19:20.197000,99,15.0,+66.389,+1.092
0 days 02:19:21.498000,99,15.0,+66.430,+1.091
0 days 02:19:26.481000,99,15.0,+66.671,+1.110
0 days 02:19:31.740000,99,15.0,+66.703,+1.011
0 days 02:19:37.267000,99,15.0,+66.641,+1.029
0 days 02:19:41.179000,99,15.0,+66.619,+1.098
0 days 02:19:45.045000,99,15.0,+66.658,+1.033
0 days 02:19:47.470000,99,15.0,+66.635,+1.036
0 days 02:19:49.849000,99,15.0,+66.624,+1.016
0 days 02:19:53.520000,99,15.0,+66.894,+1.112
0 days 02:19:58.182000,99,15.0,+66.960,+1.021
0 days 02:20:00.604000,99,15.0,+66.946,+1.043
0 days 02:20:03.046000,99,15.0,+66.919,+1.072
0 days 02:20:05.101000,99,15.0,+66.882,+1.054
0 days 02:20:08.109000,99,15.0,+67.012,+1.053
0 days 02:20:13.053000,99,15.0,+67.145,+1.064
0 days 02:20:14.173000,99,15.0,+67.182,+1.059
0 days 02:20:21.276000,99,15.0,+67.367,+1.057
0 days 02:20:24.250000,99,15.0,+67.376,+1.048
0 days 02:20:29.049000,99,15.0,+67.341,+1.110
0 days 02:20:32.262000,99,15.0,+67.359,+1.158
0 days 02:20:35.464000,99,15.0,+67.458,+1.121
0 days 02:20:39.517000,99,15.0,+67.645,+1.128
0 days 02:20:45.173000,99,15.0,+67.593,+0.967
0 days 02:20:49.117000,99,15.0,+67.592,+1.031
0 days 02:20:53.450000,99,15.0,+67.557,+1.083
0 days 02:20:54.698000,99,15.0,+67.606,+1.062
0 days 02:20:59.705000,99,15.0,+67.936,+1.119
0 days 02:21:05.072000,99,15.0,+68.111,+1.031
0 days 02:21:10.617000,99,15.0,+68.002,+1.051
0 days 02:21:14.455000,99,15.0,+67.969,+1.089
0 days 02:21:18.272000,99,15.0,+67.964,+0.994
0 days 02:21:20.725000,99,15.0,+67.925,+0.977
0 days 02:21:23.050000,99,15.0,+67.895,+0.916
0 days 02:21:26.803000,99,15.0,+68.237,+1.071
0 days 02:21:31.496000,99,15.0,+68.328,+1.036
0 days 02:21:33.955000,99,15.0,+68.261,+1.012
0 days 02:21:36.244000,99,15.0,+68.145,+0.957
0 days 02:21:38.157000,99,15.0,+68.027,+0.849
0 days 02:21:41.223000,99,15.0,+68.163,+0.838
0 days 02:21:46.194000,99,15.0,+68.310,+0.883
0 days 02:21:47.310000,99,15.0,+68.338,+0.870
0 days 02:21:54.572000,99,15.0,+68.565,+0.783
0 days 02:21:57.429000,99,15.0,+68.588,+0.786
0 days 02:22:02.251000,99,15.0,+68.526,+0.838
0 days 02:22:05.460000,99,15.0,+68.514,+0.885
0 days 02:22:08.672000,99,15.0,+68.570,+0.853
0 days 02:22:12.742000,99,15.0,+68.861,+0.792
0 days 02:22:18.506000,99,15.0,+68.854,+0.722
0 days 02:22:22.409000,99,15.0,+68.842,+0.772
0 days 02:22:26.634000,99,15.0,+68.670,+0.656
0 days 02:22:27.870000,99,15.0,+68.687,+0.630
0 days 02:22:33.006000,99,15.0,+69.169,+0.801
0 days 02:22:38.387000,99,15.0,+69.315,+0.824
0 days 02:22:43.925000,99,15.0,+69.265,+0.850
0 days 02:22:47.806000,99,15.0,+69.213,+0.909
0 days 02:22:51.657000,99,15.0,+69.229,+0.843
0 days 02:22:54.654000,99,15.0,+69.220,+0.839
0 days 02:22:56.458000,99,15.0,+69.187,+0.795
0 days 02:23:00.150000,99,15.0,+69.460,+0.927
0 days 02:23:04.880000,99,15.0,+69.622,+0.956
0 days 02:23:07.356000,99,15.0,+69.586,+0.969
0 days 02:23:09.667000,99,15.0,+69.479,+0.938
0 days 02:23:11.590000,99,15.0,+69.362,+0.872
0 days 02:23:14.611000,99,15.0,+69.434,+0.870
0 days 02:23:19.541000,99,15.0,+69.603,+0.914
0 days 02:23:20.675000,99,15.0,+69.623,+0.894
0 days 02:23:27.936000,99,15.0,+69.914,+0.901
0 days 02:23:30.875000,99,15.0,+69.937,+0.925
0 days 02:23:35.652000,99,15.0,+69.874,+0.986
0 days 02:23:38.951000,99,15.0,+69.944,+1.109
0 days 02:23:42.233000,99,15.0,+70.056,+1.099
0 days 02:23:46.265000,99,15.0,+70.238,+1.127
0 days 02:23:52.087000,99,15.0,+70.323,+1.032
0 days 02:23:55.920000,99,15.0,+70.346,+1.098
0 days 02:24:00.323000,99,15.0,+70.324,+1.195
0 days 02:24:01.644000,99,15.0,+70.369,+1.210
0 days 02:24:06.606000,99,15.0,+70.684,+1.229
0 days 02:24:12.015000,99,15.0,+70.889,+1.211
0 days 02:24:17.516000,99,15.0,+70.862,+1.209
0 days 02:24:21.403000,99,15.0,+70.836,+1.259
0 days 02:24:25.279000,99,15.0,+70.852,+1.176
0 days 02:24:27.676000,99,15.0,+70.836,+1.178
0 days 02:24:30.073000,99,15.0,+70.827,+1.151
0 days 02:24:33.723000,99,15.0,+71.054,+1.281
0 days 02:24:38.427000,99,15.0,+71.208,+1.248
0 days 02:24:40.845000,99,15.0,+71.190,+1.311
0 days 02:24:43.287000,99,15.0,+71.153,+1.402
0 days 02:24:45.299000,99,15.0,+71.097,+1.455
0 days 02:24:48.305000,99,15.0,+71.196,+1.474
0 days 02:24:53.191000,99,15.0,+71.289,+1.388
0 days 02:24:54.334000,99,15.0,+71.335,+1.375
0 days 02:25:01.527000,99,15.0,+71.559,+1.246
0 days 02:25:04.465000,99,15.0,+71.569,+1.259
0 days 02:25:09.245000,99,15.0,+71.529,+1.339
0 days 02:25:12.559000,99,15.0,+71.563,+1.411
0 days 02:25:15.668000,99,15.0,+71.620,+1.335
0 days 02:25:19.760000,99,15.0,+71.772,+1.295
0 days 02:25:25.697000,99,15.0,+71.724,+1.183
0 days 02:25:29.580000,99,15.0,+71.744,+1.243
0 days 02:25:33.906000,99,15.0,+71.671,+1.291
0 days 02:25:35.220000,99,15.0,+71.721,+1.265
0 days 02:25:40.198000,99,15.0,+72.102,+1.232
0 days 02:25:45.608000,99,15.0,+72.163,+1.188
0 days 02:25:51.102000,99,15.0,+72.146,+1.254
0 days 02:25:54.984000,99,15.0,+72.115,+1.312
0 days 02:25:58.841000,99,15.0,+72.098,+1.217
0 days 02:26:01.279000,99,15.0,+72.087,+1.218
0 days 02:26:03.655000,99,15.0,+72.094,+1.185
0 days 02:26:07.326000,99,15.0,+72.297,+1.218
0 days 02:26:12.013000,99,15.0,+72.425,+1.210
0 days 02:26:14.481000,99,15.0,+72.423,+1.235
0 days 02:26:16.908000,99,15.0,+72.420,+1.271
0 days 02:26:19.004000,99,15.0,+72.417,+1.286
0 days 02:26:22.098000,99,15.0,+72.523,+1.280
0 days 02:26:26.914000,99,15.0,+72.581,+1.235
0 days 02:26:28.043000,99,15.0,+72.581,+1.182
0 days 02:26:35.298000,99,15.0,+72.581,+1.020
0 days 02:26:38.339000,99,15.0,+73.589,+1.063
0 days 02:26:43.148000,99,15.0,+73.589,+1.127
0 days 02:26:46.422000,99,15.0,+53.822,+1.183
0 days 02:26:49.592000,99,15.0,+53.367,+1.149
0 days 02:26:53.746000,99,15.0,+53.664,+1.189
0 days 02:26:59.512000,99,15.0,+53.884,+1.106
0 days 02:27:03.556000,99,15.0,+53.916,+1.175
0 days 02:27:07.841000,99,15.0,+53.858,+1.209
0 days 02:27:09.106000,99,15.0,+53.876,+1.194
0 days 02:27:14.125000,99,15.0,+54.226,+1.227
0 days 02:27:19.425000,99,15.0,+54.662,+1.151
0 days 02:27:24.959000,99,15.0,+54.693,+1.235
0 days 02:27:28.867000,99,15.0,+54.615,+1.285
0 days 02:27:32.694000,99,15.0,+54.600,+1.282
0 days 02:27:35.166000,99,15.0,+54.592,+1.306
0 days 02:27:37.539000,99,15.0,+54.552,+1.278
0 days 02:27:41.181000,99,15.0,+54.728,+1.312
0 days 02:27:45.847000,99,15.0,+54.874,+1.263
0 days 02:27:48.287000,99,15.0,+54.883,+1.292
0 days 02:27:50.760000,99,15.0,+54.876,+1.333
0 days 02:27:52.821000,99,15.0,+54.855,+1.331
0 days 02:27:55.875000,99,15.0,+54.903,+1.285
0 days 02:28:00.740000,99,15.0,+55.046,+1.280
0 days 02:28:01.830000,99,15.0,+55.044,+1.230
0 days 02:28:08.962000,99,15.0,+55.437,+1.122
0 days 02:28:12.067000,99,15.0,+55.595,+1.211
0 days 02:28:16.866000,99,15.0,+55.596,+1.293
0 days 02:28:20.227000,99,15.0,+55.608,+1.379
0 days 02:28:23.358000,99,15.0,+55.669,+1.384
0 days 02:28:27.412000,99,15.0,+56.076,+1.344
0 days 02:28:33.186000,99,15.0,+56.231,+1.201
0 days 02:28:37.208000,99,15.0,+56.251,+1.285
0 days 02:28:41.527000,99,15.0,+56.176,+1.461
0 days 02:28:42.780000,99,15.0,+56.184,+1.451
0 days 02:28:47.714000,99,15.0,+56.516,+1.338
0 days 02:28:53.025000,99,15.0,+56.935,+1.302
0 days 02:28:58.529000,99,15.0,+56.906,+1.309
0 days 02:29:02.446000,99,15.0,+56.833,+1.374
0 days 02:29:06.290000,99,15.0,+56.810,+1.228
0 days 02:29:08.751000,99,15.0,+56.796,+1.228
0 days 02:29:11.042000,99,15.0,+56.750,+1.188
0 days 02:29:14.760000,99,15.0,+56.859,+1.178
0 days 02:29:19.414000,99,15.0,+57.055,+1.106
0 days 02:29:21.867000,99,15.0,+57.055,+1.117
0 days 02:29:24.305000,99,15.0,+57.024,+1.151
0 days 02:29:26.343000,99,15.0,+56.980,+1.160
0 days 02:29:29.374000,99,15.0,+57.010,+1.117
0 days 02:29:34.346000,99,15.0,+57.223,+1.123
0 days 02:29:35.483000,99,15.0,+57.235,+1.087
0 days 02:29:42.701000,99,15.0,+57.569,+0.976
0 days 02:29:45.613000,99,15.0,+57.608,+0.921
0 days 02:29:50.447000,99,15.0,+57.549,+0.966
0 days 02:29:53.633000,99,15.0,+57.533,+1.016
0 days 02:29:56.823000,99,15.0,+57.553,+0.931
0 days 02:30:00.965000,99,15.0,+58.016,+1.020
0 days 02:30:06.807000,99,15.0,+58.162,+1.002
0 days 02:30:10.750000,99,15.0,+58.153,+1.060
0 days 02:30:14.975000,99,15.0,+57.946,+0.975
0 days 02:30:16.215000,99,15.0,+57.955,+0.943
0 days 02:30:21.269000,99,15.0,+58.362,+1.010
0 days 02:30:26.681000,99,15.0,+58.791,+0.959
0 days 02:30:32.251000,99,15.0,+58.769,+1.035
0 days 02:30:36.099000,99,15.0,+58.718,+1.083
0 days 02:30:40.026000,99,15.0,+58.719,+1.018
0 days 02:30:42.378000,99,15.0,+58.699,+0.996
0 days 02:30:44.751000,99,15.0,+58.682,+0.938
0 days 02:30:48.451000,99,15.0,+58.906,+1.002
0 days 02:30:53.093000,99,15.0,+59.070,+0.953
0 days 02:30:55.489000,99,15.0,+59.029,+0.937
0 days 02:30:57.877000,99,15.0,+58.934,+0.897
0 days 02:30:59.835000,99,15.0,+58.820,+0.791
0 days 02:31:02.859000,99,15.0,+58.822,+0.741
0 days 02:31:07.738000,99,15.0,+59.029,+0.775
0 days 02:31:08.926000,99,15.0,+59.036,+0.735
0 days 02:31:16.334000,99,15.0,+59.668,+0.992
0 days 02:31:19.391000,99,15.0,+59.796,+1.084
0 days 02:31:24.170000,99,15.0,+59.759,+1.173
0 days 02:31:27.422000,99,15.0,+59.798,+1.275
0 days 02:31:30.713000,99,15.0,+59.865,+1.247
0 days 02:31:34.730000,99,15.0,+60.265,+1.267
0 days 02:31:40.496000,99,15.0,+60.302,+1.208
0 days 02:31:44.480000,99,15.0,+60.304,+1.270
0 days 02:31:48.827000,99,15.0,+60.216,+1.329
0 days 02:31:50.136000,99,15.0,+60.217,+1.325
0 days 02:31:54.985000,99,15.0,+60.494,+1.404
0 days 02:32:00.381000,99,15.0,+60.754,+1.306
0 days 02:32:05.880000,99,15.0,+60.722,+1.396
0 days 02:32:09.768000,99,15.0,+60.684,+1.486
0 days 02:32:13.607000,99,15.0,+60.619,+1.407
0 days 02:32:16.007000,99,15.0,+60.596,+1.415
0 days 02:32:18.385000,99,15.0,+60.568,+1.380
0 days 02:32:21.998000,99,15.0,+60.713,+1.379
0 days 02:32:26.612000,99,15.0,+60.904,+1.344
0 days 02:32:29.076000,99,15.0,+60.901,+1.370
0 days 02:32:31.512000,99,15.0,+60.882,+1.407
0 days 02:32:33.563000,99,15.0,+60.853,+1.406
0 days 02:32:36.523000,99,15.0,+60.859,+1.363
0 days 02:32:41.379000,99,15.0,+60.993,+1.293
0 days 02:32:42.487000,99,15.0,+61.014,+1.250
0 days 02:32:49.628000,99,15.0,+61.316,+1.191
0 days 02:32:52.632000,99,15.0,+61.370,+1.198
0 days 02:32:57.448000,99,15.0,+61.321,+1.263
0 days 02:33:00.680000,99,15.0,+61.316,+1.236
0 days 02:33:03.859000,99,15.0,+61.377,+1.226
0 days 02:33:07.888000,99,15.0,+61.686,+1.188
0 days 02:33:13.715000,99,15.0,+61.738,+1.162
0 days 02:33:17.694000,99,15.0,+61.746,+1.248
0 days 02:33:22.075000,99,15.0,+61.716,+1.310
0 days 02:33:23.361000,99,15.0,+61.740,+1.284
0 days 02:33:28.256000,99,15.0,+62.047,+1.292
0 days 02:33:33.680000,99,15.0,+62.314,+1.225
0 days 02:33:39.182000,99,15.0,+62.262,+1.286
0 days 02:33:43.059000,99,15.0,+62.186,+1.350
0 days 02:33:46.892000,99,15.0,+62.135,+1.309
0 days 02:33:49.323000,99,15.0,+62.108,+1.303
0 days 02:33:51.721000,99,15.0,+62.086,+1.251
0 days 02:33:55.276000,99,15.0,+62.237,+1.258
0 days 02:33:59.878000,99,15.0,+62.317,+1.203
0 days 02:34:02.321000,99,15.0,+62.302,+1.237
0 days 02:34:04.771000,99,15.0,+62.271,+1.291
0 days 02:34:06.819000,99,15.0,+62.235,+1.306
0 days 02:34:09.775000,99,15.0,+62.257,+1.249
0 days 02:34:14.569000,99,15.0,+62.337,+1.239
0 days 02:34:15.708000,99,15.0,+62.340,+1.203
0 days 02:34:22.900000,99,15.0,+62.538,+1.206
0 days 02:34:25.864000,99,15.0,+62.592,+1.233
0 days 02:34:30.665000,99,15.0,+62.569,+1.317
0 days 02:34:34.086000,99,15.0,+62.585,+1.311
0 days 02:34:37.192000,99,15.0,+62.693,+1.302
0 days 02:34:41.231000,99,15.0,+63.025,+1.254
0 days 02:34:46.932000,99,15.0,+63.042,+1.158
0 days 02:34:50.820000,99,15.0,+63.018,+1.229
0 days 02:34:55.136000,99,15.0,+62.918,+1.292
0 days 02:34:56.441000,99,15.0,+62.941,+1.285
0 days 02:35:01.384000,99,15.0,+63.341,+1.356
0 days 02:35:06.840000,99,15.0,+63.604,+1.319
0 days 02:35:12.359000,99,15.0,+63.576,+1.413
0 days 02:35:16.226000,99,15.0,+63.535,+1.486
0 days 02:35:20.062000,99,15.0,+63.531,+1.396
0 days 02:35:22.549000,99,15.0,+63.523,+1.403
0 days 02:35:24.929000,99,15.0,+63.510,+1.373
0 days 02:35:28.549000,99,15.0,+63.729,+1.398
0 days 02:35:33.203000,99,15.0,+63.891,+1.295
0 days 02:35:35.588000,99,15.0,+63.882,+1.325
0 days 02:35:38.075000,99,15.0,+63.865,+1.384
0 days 02:35:40.123000,99,15.0,+63.858,+1.414
0 days 02:35:43.095000,99,15.0,+63.907,+1.382
0 days 02:35:47.952000,99,15.0,+64.075,+1.301
0 days 02:35:49.062000,99,15.0,+64.101,+1.265
0 days 02:35:56.113000,99,15.0,+64.364,+1.212
0 days 02:35:59.097000,99,15.0,+64.401,+1.221
0 days 02:36:03.907000,99,15.0,+64.338,+1.294
0 days 02:36:07.147000,99,15.0,+64.345,+1.252
0 days 02:36:10.340000,99,15.0,+64.470,+1.214
0 days 02:36:14.385000,99,15.0,+64.812,+1.214
0 days 02:36:20.211000,99,15.0,+64.836,+1.142
0 days 02:36:24.108000,99,15.0,+64.814,+1.223
0 days 02:36:28.430000,99,15.0,+64.719,+1.301
0 days 02:36:29.639000,99,15.0,+64.722,+1.281
0 days 02:36:34.626000,99,15.0,+65.063,+1.348
0 days 02:36:40.108000,99,15.0,+65.423,+1.282
0 days 02:36:45.565000,99,15.0,+65.396,+1.352
0 days 02:36:49.442000,99,15.0,+65.356,+1.411
0 days 02:36:53.251000,99,15.0,+65.342,+1.332
0 days 02:36:55.700000,99,15.0,+65.324,+1.332
0 days 02:36:58.580000,99,15.0,+65.306,+1.274
0 days 02:37:01.734000,99,15.0,+65.544,+1.275
0 days 02:37:06.315000,99,15.0,+65.780,+1.243
0 days 02:37:08.812000,99,15.0,+65.780,+1.278
0 days 02:37:11.219000,99,15.0,+65.746,+1.330
0 days 02:37:13.277000,99,15.0,+65.717,+1.354
0 days 02:37:16.274000,99,15.0,+65.804,+1.328
0 days 02:37:21.227000,99,15.0,+66.063,+1.322
0 days 02:37:22.399000,99,15.0,+66.100,+1.301
0 days 02:37:29.656000,99,15.0,+66.490,+1.318
0 days 02:37:32.607000,99,15.0,+66.512,+1.316
0 days 02:37:37.394000,99,15.0,+66.468,+1.391
0 days 02:37:40.669000,99,15.0,+66.492,+1.424
0 days 02:37:43.886000,99,15.0,+66.534,+1.390
0 days 02:37:47.875000,99,15.0,+66.858,+1.353
0 days 02:37:53.564000,99,15.0,+66.856,+1.139
0 days 02:37:57.490000,99,15.0,+66.843,+1.217
0 days 02:38:01.848000,99,15.0,+66.799,+1.293
0 days 02:38:03.187000,99,15.0,+66.818,+1.293
0 days 02:38:08.129000,99,15.0,+67.246,+1.400
0 days 02:38:13.614000,99,15.0,+67.581,+1.268
0 days 02:38:19.099000,99,15.0,+67.553,+1.344
0 days 02:38:23.015000,99,15.0,+67.502,+1.416
0 days 02:38:26.788000,99,15.0,+67.417,+1.322
0 days 02:38:29.217000,99,15.0,+67.383,+1.327
0 days 02:38:31.590000,99,15.0,+67.347,+1.279
0 days 02:38:35.210000,99,15.0,+67.563,+1.222
0 days 02:38:39.751000,99,15.0,+67.648,+1.160
0 days 02:38:42.184000,99,15.0,+67.630,+1.194
0 days 02:38:44.615000,99,15.0,+67.597,+1.246
0 days 02:38:46.647000,99,15.0,+67.564,+1.258
0 days 02:38:49.649000,99,15.0,+67.629,+1.245
0 days 02:38:54.505000,99,15.0,+67.783,+1.213
0 days 02:38:55.612000,99,15.0,+67.808,+1.200
0 days 02:39:02.815000,99,15.0,+68.172,+1.230
0 days 02:39:05.825000,99,15.0,+68.238,+1.240
0 days 02:39:10.652000,99,15.0,+68.206,+1.315
0 days 02:39:13.880000,99,15.0,+68.216,+1.346
0 days 02:39:17.072000,99,15.0,+68.285,+1.363
0 days 02:39:21.214000,99,15.0,+68.645,+1.450
0 days 02:39:26.891000,99,15.0,+68.637,+1.275
0 days 02:39:30.814000,99,15.0,+68.612,+1.350
0 days 02:39:35.127000,99,15.0,+68.517,+1.439
0 days 02:39:36.378000,99,15.0,+68.541,+1.425
0 days 02:39:41.345000,99,15.0,+68.876,+1.329
0 days 02:39:46.766000,99,15.0,+69.113,+1.161
0 days 02:39:52.289000,99,15.0,+69.084,+1.220
0 days 02:39:56.148000,99,15.0,+69.052,+1.296
0 days 02:39:59.980000,99,15.0,+69.074,+1.229
0 days 02:40:02.444000,99,15.0,+69.058,+1.249
0 days 02:40:04.751000,99,15.0,+69.034,+1.227
0 days 02:40:08.386000,99,15.0,+69.271,+1.273
0 days 02:40:13.005000,99,15.0,+69.438,+1.217
0 days 02:40:15.397000,99,15.0,+69.428,+1.270
0 days 02:40:17.814000,99,15.0,+69.395,+1.334
0 days 02:40:19.865000,99,15.0,+69.353,+1.358
0 days 02:40:22.809000,99,15.0,+69.389,+1.324
0 days 02:40:27.651000,99,15.0,+69.516,+1.277
0 days 02:40:28.798000,99,15.0,+69.533,+1.226
0 days 02:40:35.926000,99,15.0,+69.775,+1.125
0 days 02:40:38.887000,99,15.0,+69.776,+1.120
0 days 02:40:43.727000,99,15.0,+69.705,+1.120
0 days 02:40:43.739000,99,14.0,+69.705,+1.120
0 days 02:40:46.918000,99,14.0,+69.676,+1.230
0 days 02:40:50.142000,99,14.0,+69.684,+1.126
0 days 02:40:54.186000,99,14.0,+70.090,+1.148
0 days 02:40:59.954000,99,14.0,+70.076,+0.994
0 days 02:41:03.787000,99,14.0,+70.064,+1.087
0 days 02:41:08.130000,99,14.0,+69.997,+1.164
0 days 02:41:09.375000,99,14.0,+70.030,+1.160
0 days 02:41:14.435000,99,14.0,+70.310,+1.138
0 days 02:41:19.917000,99,14.0,+70.703,+1.208
0 days 02:41:25.426000,99,14.0,+70.656,+1.267
0 days 02:41:29.308000,99,14.0,+70.599,+1.341
0 days 02:41:33.117000,99,14.0,+70.564,+1.285
0 days 02:41:35.579000,99,14.0,+70.530,+1.292
0 days 02:41:37.860000,99,14.0,+70.495,+1.263
0 days 02:41:41.480000,99,14.0,+70.709,+1.151
0 days 02:41:46.079000,99,14.0,+70.908,+1.029
0 days 02:41:48.483000,99,14.0,+70.896,+1.064
0 days 02:41:50.883000,99,14.0,+70.855,+1.112
0 days 02:41:52.887000,99,14.0,+70.809,+1.123
0 days 02:41:55.905000,99,14.0,+70.848,+1.080
0 days 02:42:00.732000,99,14.0,+71.030,+1.029
0 days 02:42:01.928000,99,14.0,+71.065,+1.018
0 days 02:42:09.100000,99,14.0,+71.316,+0.879
0 days 02:42:12.073000,99,14.0,+71.312,+0.867
0 days 02:42:16.823000,99,14.0,+71.249,+0.945
0 days 02:42:20.106000,99,14.0,+71.258,+0.978
0 days 02:42:23.344000,99,14.0,+71.413,+0.965
0 days 02:42:27.374000,99,14.0,+71.809,+1.038
0 days 02:42:33.141000,99,14.0,+71.830,+0.952
0 days 02:42:37.037000,99,14.0,+71.807,+1.013
0 days 02:42:41.249000,99,14.0,+71.616,+0.984
0 days 02:42:42.496000,99,14.0,+71.629,+0.960
0 days 02:42:47.530000,99,14.0,+72.017,+1.001
0 days 02:42:52.976000,99,14.0,+72.255,+0.925
0 days 02:42:58.457000,99,14.0,+72.183,+1.000
0 days 02:43:02.353000,99,14.0,+72.122,+1.082
0 days 02:43:06.161000,99,14.0,+72.117,+1.051
0 days 02:43:08.664000,99,14.0,+72.118,+1.081
0 days 02:43:10.957000,99,14.0,+72.118,+1.055
0 days 02:43:14.577000,99,14.0,+72.384,+0.992
0 days 02:43:19.197000,99,14.0,+72.498,+0.929
0 days 02:43:21.659000,99,14.0,+72.484,+0.976
0 days 02:43:24.044000,99,14.0,+72.425,+1.030
0 days 02:43:25.976000,99,14.0,+72.363,+1.054
0 days 02:43:28.930000,99,14.0,+72.377,+1.001
0 days 02:43:33.752000,99,14.0,+72.457,+0.875
0 days 02:43:34.890000,99,14.0,+72.466,+0.843
0 days 02:43:42.035000,99,14.0,+72.787,+0.695
0 days 02:43:44.961000,99,14.0,+72.812,+0.692
0 days 02:43:49.709000,99,14.0,+72.734,+0.751
0 days 02:43:52.880000,99,14.0,+72.677,+0.738
0 days 02:43:56.020000,99,14.0,+72.639,+0.659
0 days 02:44:00.263000,99,14.0,+73.138,+0.726
0 days 02:44:06.245000,99,14.0,+73.394,+0.934
0 days 02:44:10.124000,99,14.0,+73.380,+0.998
0 days 02:44:14.317000,99,14.0,+73.187,+0.953
0 days 02:44:15.580000,99,15.0,+73.187,+0.953
0 days 02:44:15.625000,99,15.0,+73.215,+0.070
0 days 02:44:21.058000,99,15.0,+74.012,+0.568
0 days 02:44:26.543000,99,15.0,+74.365,+0.718
0 days 02:44:32.049000,99,15.0,+74.323,+0.741
0 days 02:44:35.888000,99,15.0,+74.208,+0.770
0 days 02:44:39.746000,99,15.0,+74.202,+0.830
0 days 02:44:42.163000,99,15.0,+74.175,+0.867
0 days 02:44:44.492000,99,15.0,+74.129,+0.896
0 days 02:44:48.279000,99,15.0,+74.468,+1.089
0 days 02:44:52.964000,99,15.0,+74.739,+1.221
0 days 02:44:55.346000,99,15.0,+74.684,+1.263
0 days 02:44:57.708000,99,15.0,+74.560,+1.309
0 days 02:44:59.585000,99,15.0,+74.435,+1.359
0 days 02:45:02.606000,99,15.0,+74.415,+1.362
0 days 02:45:07.547000,99,15.0,+74.771,+1.335
0 days 02:45:08.709000,99,15.0,+74.791,+1.346
0 days 02:45:15.959000,99,15.0,+75.168,+1.056
0 days 02:45:18.895000,99,15.0,+75.197,+0.896
0 days 02:45:23.680000,99,15.0,+75.139,+0.932
0 days 02:45:26.981000,99,15.0,+75.213,+0.821
0 days 02:45:30.183000,99,15.0,+75.299,+0.638
0 days 02:45:34.455000,99,15.0,+75.848,+0.670
0 days 02:45:40.414000,99,15.0,+76.154,+0.899
0 days 02:45:44.349000,99,15.0,+76.150,+0.996
0 days 02:45:48.526000,99,15.0,+75.948,+1.047
0 days 02:45:49.788000,99,15.0,+75.930,+1.015
0 days 02:45:54.852000,99,15.0,+76.388,+1.029
0 days 02:46:00.384000,99,15.0,+76.828,+1.092
0 days 02:46:05.874000,99,15.0,+76.793,+1.170
0 days 02:46:09.738000,99,15.0,+76.715,+1.243
0 days 02:46:13.583000,99,15.0,+76.724,+1.225
0 days 02:46:16.016000,99,15.0,+76.715,+1.240
0 days 02:46:18.364000,99,15.0,+76.685,+1.207
0 days 02:46:21.997000,99,15.0,+76.946,+1.248
0 days 02:46:26.634000,99,15.0,+77.143,+1.216
0 days 02:46:29.063000,99,15.0,+77.134,+1.264
0 days 02:46:31.450000,99,15.0,+77.099,+1.324
0 days 02:46:33.473000,99,15.0,+77.059,+1.344
0 days 02:46:36.436000,99,15.0,+77.032,+1.324
0 days 02:46:41.206000,99,15.0,+77.152,+1.239
0 days 02:46:42.349000,99,15.0,+77.142,+1.213
0 days 02:46:49.525000,99,15.0,+77.461,+1.212
0 days 02:46:52.470000,99,15.0,+77.510,+1.242
0 days 02:46:57.253000,99,15.0,+77.472,+1.329
0 days 02:47:00.461000,99,15.0,+77.445,+1.302
0 days 02:47:03.584000,99,15.0,+77.437,+1.260
0 days 02:47:07.696000,99,15.0,+77.822,+1.266
0 days 02:47:13.406000,99,15.0,+77.862,+1.154
0 days 02:47:17.294000,99,15.0,+77.860,+1.224
0 days 02:47:21.648000,99,15.0,+77.803,+1.318
0 days 02:47:22.956000,99,15.0,+77.847,+1.298
0 days 02:47:27.854000,99,15.0,+78.224,+1.303
0 days 02:47:33.189000,99,15.0,+78.426,+1.217
0 days 02:47:38.677000,99,15.0,+78.388,+1.250
0 days 02:47:42.562000,99,15.0,+78.348,+1.335
0 days 02:47:46.311000,99,15.0,+78.303,+1.265
0 days 02:47:48.751000,99,15.0,+78.278,+1.282
0 days 02:47:51.103000,99,15.0,+78.250,+1.252
0 days 02:47:54.707000,99,15.0,+78.476,+1.191
0 days 02:47:59.286000,99,15.0,+78.655,+1.103
0 days 02:48:01.694000,99,15.0,+78.656,+1.151
0 days 02:48:04.140000,99,15.0,+78.612,+1.210
0 days 02:48:06.101000,99,15.0,+78.563,+1.235
0 days 02:48:09.035000,99,15.0,+78.565,+1.155
0 days 02:48:13.881000,99,15.0,+78.792,+1.125
0 days 02:48:15.010000,99,15.0,+78.832,+1.104
