Time,Driver,Position,GapToLeader,IntervalToPositionAhead
0 days 01:04:17.307000,3,5.0,+8.965,+1.549
0 days 01:04:26.884000,3,5.0,+7.387,+1.324
0 days 01:04:32.156000,3,5.0,+6.697,+0.699
0 days 01:04:44.555000,3,5.0,+11.802,+3.403
0 days 01:04:48.515000,3,5.0,+10.468,+3.838
0 days 01:04:51.905000,3,5.0,+9.102,+3.881
0 days 01:04:55.929000,3,5.0,+8.232,+3.489
0 days 01:05:01.626000,3,5.0,+6.282,+1.763
0 days 01:05:08.898000,3,5.0,+6.875,+1.656
0 days 01:05:16.151000,3,5.0,+6.092,+1.616
0 days 01:05:17.989000,3,5.0,+5.648,+1.226
0 days 01:05:24.286000,3,5.0,+4.838,+0.950
0 days 01:05:32.028000,3,5.0,+4.334,+0.923
0 days 01:05:41.672000,3,5.0,+4.833,+0.906
0 days 01:05:50.960000,3,5.0,+6.421,+2.426
0 days 01:05:59.571000,3,5.0,+6.129,+1.958
0 days 01:06:07.629000,3,5.0,+8.151,+2.237
0 days 01:06:12.044000,3,5.0,+7.247,+2.679
0 days 01:06:17.162000,3,5.0,+4.885,+0.981
0 days 01:06:26.965000,3,5.0,+6.016,+2.024
0 days 01:06:32.265000,3,5.0,+6.639,+1.673
0 days 01:06:35.938000,3,5.0,+5.208,+1.913
0 days 01:06:38.716000,3,5.0,+3.853,+0.587
0 days 01:06:45.703000,3,5.0,+5.034,+1.536
0 days 01:06:54.793000,3,5.0,+4.958,+0.960
0 days 01:41:25.676000,3,5.0,+9.497,+0.796
0 days 01:41:29.903000,3,5.0,+7.910,+1.175
0 days 01:41:34.429000,3,5.0,+7.380,+1.822
0 days 01:41:43.444000,3,5.0,+8.213,+1.246
0 days 01:41:49.850000,3,5.0,+7.694,+1.089
0 days 01:41:54.891000,3,5.0,+5.068,+0.993
0 days 01:41:57.749000,3,5.0,+5.179,+0.788
0 days 01:42:08.800000,3,5.0,+6.593,+1.585
0 days 01:42:16.445000,3,5.0,+6.577,+1.631
0 days 01:42:26.774000,3,5.0,+7.162,+1.908
0 days 01:42:35.410000,3,5.0,+7.224,+0.986
0 days 01:42:42.448000,3,5.0,+5.714,+1.256
0 days 01:42:49.115000,3,5.0,+6.847,+1.786
0 days 01:42:54.412000,3,5.0,+6.795,+0.531
0 days 01:43:03.121000,3,5.0,+7.486,+2.058
0 days 01:43:09.858000,3,5.0,+5.448,+0.754
0 days 01:43:15.711000,3,5.0,+7.115,+1.688
0 days 01:43:20.744000,3,5.0,+8.536,+3.435
0 days 01:43:23.684000,3,5.0,+6.888,+3.530
0 days 01:43:29.149000,3,5.0,+6.607,+1.964
0 days 01:43:41.188000,3,5.0,+7.281,+1.829
0 days 01:43:46.836000,3,5.0,+8.956,+2.961
0 days 01:44:06.069000,3,5.0,+8.165,+1.252
0 days 01:44:24.950000,3,5.0,+13.334,+3.235
0 days 01:45:24.777000,3,5.0,+0.512,+0.140
0 days 01:45:28.690000,3,5.0,+0.949,+0.103
0 days 01:45:32.049000,3,5.0,+1.085,+0.147
0 days 01:45:36.109000,3,5.0,+1.616,+0.117
0 days 01:45:42.117000,3,5.0,+2.135,+0.302
0 days 01:45:45.973000,3,5.0,+2.073,+0.302
0 days 01:45:50.316000,3,5.0,+1.898,+0.342
0 days 01:45:51.689000,3,5.0,+1.980,+0.344
0 days 01:45:57.030000,3,5.0,+2.732,+0.463
0 days 01:46:02.439000,3,5.0,+3.107,+0.519
0 days 01:46:07.998000,3,5.0,+3.115,+0.569
0 days 01:46:11.847000,3,6.0,+3.115,+0.569
0 days 01:46:11.906000,3,6.0,+3.047,+0.064
0 days 01:46:16.054000,3,6.0,+3.349,+0.122
0 days 01:46:18.560000,3,6.0,+3.330,+0.047
0 days 01:46:20.943000,3,5.0,+3.330,+0.047
0 days 01:46:20.977000,3,5.0,+3.338,+0.764
0 days 01:46:24.708000,3,5.0,+3.604,+0.763
0 days 01:46:29.545000,3,5.0,+3.800,+0.965
0 days 01:46:32.081000,3,5.0,+3.770,+1.011
0 days 01:46:34.456000,3,5.0,+3.728,+1.078
0 days 01:46:36.543000,3,5.0,+3.738,+1.173
0 days 01:46:39.618000,3,5.0,+3.744,+1.076
0 days 01:46:44.589000,3,5.0,+3.828,+1.002
0 days 01:46:45.829000,3,5.0,+3.870,+1.004
0 days 01:46:53.266000,3,5.0,+4.165,+1.064
0 days 01:46:55.903000,3,5.0,+4.139,+1.079
0 days 01:47:00.722000,3,5.0,+4.050,+1.128
0 days 01:47:04.046000,3,5.0,+4.140,+1.188
0 days 01:47:07.262000,3,5.0,+4.239,+1.199
0 days 01:47:11.208000,3,5.0,+4.623,+1.289
0 days 01:47:17.049000,3,5.0,+4.648,+1.347
0 days 01:47:20.988000,3,5.0,+4.611,+1.360
0 days 01:47:25.429000,3,5.0,+4.556,+1.457
0 days 01:47:26.789000,3,5.0,+4.601,+1.462
0 days 01:47:31.833000,3,5.0,+4.870,+1.388
0 days 01:47:37.183000,3,5.0,+5.120,+1.621
0 days 01:47:42.712000,3,5.0,+5.038,+1.581
0 days 01:47:46.609000,3,5.0,+4.960,+1.654
0 days 01:47:50.513000,3,5.0,+4.955,+1.532
0 days 01:47:52.988000,3,5.0,+4.941,+1.535
0 days 01:47:55.439000,3,5.0,+4.943,+1.560
0 days 01:47:59.159000,3,5.0,+5.152,+1.536
0 days 01:48:03.826000,3,5.0,+5.248,+1.493
0 days 01:48:06.222000,3,5.0,+5.235,+1.522
0 days 01:48:08.768000,3,5.0,+5.217,+1.562
0 days 01:48:10.865000,3,5.0,+5.247,+1.610
0 days 01:48:13.908000,3,5.0,+5.264,+1.610
0 days 01:48:18.830000,3,5.0,+5.340,+1.535
0 days 01:48:20.142000,3,5.0,+5.374,+1.529
0 days 01:48:27.101000,3,5.0,+5.480,+1.520
0 days 01:48:30.062000,3,5.0,+5.476,+1.494
0 days 01:48:34.848000,3,5.0,+5.398,+1.528
0 days 01:48:38.220000,3,5.0,+5.435,+1.576
0 days 01:48:41.351000,3,5.0,+5.478,+1.645
0 days 01:48:45.426000,3,5.0,+5.938,+1.675
0 days 01:48:51.115000,3,5.0,+5.822,+1.570
0 days 01:48:55.062000,3,5.0,+5.746,+1.570
0 days 01:48:59.463000,3,5.0,+5.678,+1.619
0 days 01:49:00.787000,3,5.0,+5.696,+1.608
0 days 01:49:05.929000,3,5.0,+5.924,+1.694
0 days 01:49:11.169000,3,5.0,+6.172,+1.739
0 days 01:49:16.714000,3,5.0,+6.088,+1.713
0 days 01:49:20.582000,3,5.0,+6.010,+1.763
0 days 01:49:24.476000,3,5.0,+5.976,+1.667
0 days 01:49:26.954000,3,5.0,+5.945,+1.657
0 days 01:49:29.355000,3,5.0,+5.978,+1.670
0 days 01:49:33.106000,3,5.0,+6.202,+1.783
0 days 01:49:37.802000,3,5.0,+6.265,+1.674
0 days 01:49:40.237000,3,5.0,+6.249,+1.661
0 days 01:49:42.721000,3,5.0,+6.225,+1.679
0 days 01:49:44.817000,3,5.0,+6.247,+1.730
0 days 01:49:47.884000,3,5.0,+6.275,+1.747
0 days 01:49:52.801000,3,5.0,+6.370,+1.764
0 days 01:49:54.079000,3,5.0,+6.404,+1.766
0 days 01:50:01.097000,3,5.0,+6.584,+1.905
0 days 01:50:04.054000,3,5.0,+6.589,+1.940
0 days 01:50:08.912000,3,5.0,+6.513,+1.987
0 days 01:50:12.154000,3,5.0,+6.540,+2.006
0 days 01:50:15.425000,3,5.0,+6.560,+1.978
0 days 01:50:19.350000,3,5.0,+6.962,+2.101
0 days 01:50:25.177000,3,5.0,+6.879,+2.138
0 days 01:50:29.157000,3,5.0,+6.819,+2.139
0 days 01:50:33.547000,3,5.0,+6.781,+2.186
0 days 01:50:34.864000,3,5.0,+6.843,+2.216
0 days 01:50:39.934000,3,5.0,+7.103,+2.348
0 days 01:50:45.259000,3,5.0,+7.271,+2.331
0 days 01:50:50.810000,3,5.0,+7.185,+2.311
0 days 01:50:54.700000,3,5.0,+7.109,+2.369
0 days 01:50:58.533000,3,5.0,+7.081,+2.248
0 days 01:51:01.025000,3,5.0,+7.048,+2.243
0 days 01:51:03.433000,3,5.0,+7.069,+2.298
0 days 01:51:07.104000,3,5.0,+7.253,+2.296
0 days 01:51:11.754000,3,5.0,+7.271,+2.191
0 days 01:51:14.202000,3,5.0,+7.224,+2.214
0 days 01:51:16.648000,3,5.0,+7.161,+2.272
0 days 01:51:18.699000,3,5.0,+7.153,+2.354
0 days 01:51:21.774000,3,5.0,+7.135,+2.323
0 days 01:51:26.623000,3,5.0,+7.203,+2.200
0 days 01:51:27.927000,3,5.0,+7.235,+2.186
0 days 01:51:34.961000,3,5.0,+7.404,+2.227
0 days 01:51:37.889000,3,5.0,+7.406,+2.217
0 days 01:51:42.723000,3,5.0,+7.340,+2.256
0 days 01:51:46.008000,3,5.0,+7.381,+2.285
0 days 01:51:49.192000,3,5.0,+7.432,+2.212
0 days 01:51:53.348000,3,5.0,+7.814,+2.333
0 days 01:51:59.023000,3,5.0,+7.710,+2.334
0 days 01:52:02.970000,3,5.0,+7.657,+2.351
0 days 01:52:07.376000,3,5.0,+7.629,+2.411
0 days 01:52:08.673000,3,5.0,+7.679,+2.439
0 days 01:52:13.652000,3,5.0,+7.974,+2.513
0 days 01:52:19.117000,3,5.0,+8.202,+2.587
0 days 01:52:24.657000,3,5.0,+8.103,+2.570
0 days 01:52:28.560000,3,5.0,+8.031,+2.626
0 days 01:52:32.447000,3,5.0,+7.955,+2.551
0 days 01:52:34.857000,3,5.0,+7.906,+2.542
0 days 01:52:37.306000,3,5.0,+7.941,+2.547
0 days 01:52:40.954000,3,5.0,+8.072,+2.584
0 days 01:52:45.522000,3,5.0,+7.991,+2.494
0 days 01:52:47.996000,3,5.0,+7.962,+2.484
0 days 01:52:50.474000,3,5.0,+7.940,+2.505
0 days 01:52:52.519000,3,5.0,+7.965,+2.539
0 days 01:52:55.615000,3,5.0,+7.974,+2.469
0 days 01:53:00.532000,3,5.0,+8.015,+2.429
0 days 01:53:01.701000,3,5.0,+8.056,+2.436
0 days 01:53:08.825000,3,5.0,+8.205,+2.527
0 days 01:53:11.764000,3,5.0,+8.191,+2.536
0 days 01:53:16.595000,3,5.0,+8.113,+2.573
0 days 01:53:19.913000,3,5.0,+8.159,+2.577
0 days 01:53:23.020000,3,5.0,+8.142,+2.577
0 days 01:53:27.125000,3,5.0,+8.487,+2.697
0 days 01:53:32.886000,3,5.0,+8.522,+2.683
0 days 01:53:36.801000,3,5.0,+8.465,+2.672
0 days 01:53:41.222000,3,5.0,+8.431,+2.750
0 days 01:53:42.536000,3,5.0,+8.430,+2.802
0 days 01:53:47.544000,3,5.0,+8.669,+2.940
0 days 01:53:52.893000,3,5.0,+8.816,+2.971
0 days 01:53:58.448000,3,5.0,+8.770,+2.974
0 days 01:54:02.364000,3,5.0,+8.710,+3.027
0 days 01:54:06.223000,3,5.0,+8.622,+2.941
0 days 01:54:08.616000,3,5.0,+8.575,+2.942
0 days 01:54:11.059000,3,5.0,+8.581,+2.942
0 days 01:54:14.700000,3,5.0,+8.732,+2.958
0 days 01:54:19.239000,3,5.0,+8.720,+2.927
0 days 01:54:21.701000,3,5.0,+8.684,+2.935
0 days 01:54:24.164000,3,5.0,+8.655,+2.971
0 days 01:54:26.280000,3,5.0,+8.672,+3.009
0 days 01:54:29.239000,3,5.0,+8.667,+2.982
0 days 01:54:34.069000,3,5.0,+8.739,+2.974
0 days 01:54:35.244000,3,5.0,+8.751,+2.983
0 days 01:54:42.531000,3,5.0,+8.941,+3.146
0 days 01:54:45.476000,3,5.0,+8.931,+3.150
0 days 01:54:50.345000,3,5.0,+8.868,+3.205
0 days 01:54:53.574000,3,5.0,+8.818,+3.235
0 days 01:54:56.764000,3,5.0,+8.773,+3.226
0 days 01:55:00.818000,3,5.0,+9.172,+3.308
0 days 01:55:06.624000,3,5.0,+9.168,+3.340
0 days 01:55:10.531000,3,5.0,+9.104,+3.343
0 days 01:55:14.954000,3,5.0,+9.037,+3.491
0 days 01:55:16.195000,3,5.0,+9.041,+3.508
0 days 01:55:21.178000,3,5.0,+9.235,+3.405
0 days 01:55:26.609000,3,5.0,+9.354,+3.528
0 days 01:55:32.149000,3,5.0,+9.267,+3.510
0 days 01:55:36.032000,3,5.0,+9.192,+3.542
0 days 01:55:39.870000,3,5.0,+9.165,+3.449
0 days 01:55:42.345000,3,5.0,+9.137,+3.453
0 days 01:55:44.760000,3,5.0,+9.118,+3.446
0 days 01:55:48.399000,3,5.0,+9.266,+3.451
0 days 01:55:53.043000,3,5.0,+9.258,+3.436
0 days 01:55:55.452000,3,5.0,+9.219,+3.448
0 days 01:55:57.872000,3,5.0,+9.180,+3.467
0 days 01:55:59.969000,3,5.0,+9.177,+3.490
0 days 01:56:02.979000,3,5.0,+9.091,+3.424
0 days 01:56:07.815000,3,5.0,+9.223,+3.441
0 days 01:56:09.070000,3,5.0,+9.250,+3.436
0 days 01:56:16.153000,3,5.0,+9.369,+3.477
0 days 01:56:19.123000,3,5.0,+9.337,+3.476
0 days 01:56:23.967000,3,5.0,+9.267,+3.517
0 days 01:56:27.160000,3,5.0,+9.205,+3.473
0 days 01:56:30.347000,3,5.0,+9.174,+3.483
0 days 01:56:34.459000,3,5.0,+9.521,+3.637
0 days 01:56:40.239000,3,5.0,+9.565,+3.689
0 days 01:56:44.170000,3,5.0,+9.520,+3.690
0 days 01:56:48.561000,3,5.0,+9.494,+3.759
0 days 01:56:49.876000,3,5.0,+9.523,+3.765
0 days 01:56:54.803000,3,5.0,+9.694,+3.684
0 days 01:57:00.469000,3,5.0,+9.909,+3.816
0 days 01:57:05.719000,3,5.0,+9.816,+3.770
0 days 01:57:09.686000,3,5.0,+9.793,+3.844
0 days 01:57:13.558000,3,5.0,+9.787,+3.747
0 days 01:57:16.024000,3,5.0,+9.784,+3.758
0 days 01:57:18.450000,3,5.0,+9.842,+3.785
0 days 01:57:22.154000,3,5.0,+10.042,+3.866
0 days 01:57:26.758000,3,5.0,+10.064,+3.760
0 days 01:57:29.177000,3,5.0,+10.045,+3.764
0 days 01:57:31.629000,3,5.0,+10.012,+3.787
0 days 01:57:33.708000,3,5.0,+10.016,+3.831
0 days 01:57:36.795000,3,5.0,+9.999,+3.807
0 days 01:57:41.659000,3,5.0,+10.112,+3.851
0 days 01:57:42.874000,3,5.0,+10.147,+3.865
0 days 01:57:50.037000,3,5.0,+10.338,+3.921
0 days 01:57:57.781000,3,5.0,+10.287,+3.967
0 days 01:58:01.054000,3,5.0,+10.281,+3.913
0 days 01:58:04.215000,3,5.0,+10.282,+3.852
0 days 01:58:08.223000,3,5.0,+10.603,+3.960
0 days 01:58:14.145000,3,5.0,+10.629,+4.028
0 days 01:58:18.066000,3,5.0,+10.592,+4.051
0 days 01:58:22.529000,3,5.0,+10.575,+4.127
0 days 01:58:23.860000,3,5.0,+10.623,+4.146
0 days 01:58:28.861000,3,5.0,+10.851,+4.202
0 days 01:58:34.192000,3,5.0,+11.000,+4.118
0 days 01:58:39.690000,3,5.0,+10.893,+4.127
0 days 01:58:43.638000,3,5.0,+10.852,+4.167
0 days 01:58:47.491000,3,5.0,+10.780,+4.140
0 days 01:58:49.985000,3,5.0,+10.750,+4.155
0 days 01:58:52.436000,3,5.0,+10.796,+4.208
0 days 01:58:56.104000,3,5.0,+11.013,+4.309
0 days 01:59:00.681000,3,5.0,+10.987,+4.229
0 days 01:59:03.128000,3,5.0,+10.957,+4.244
0 days 01:59:05.552000,3,5.0,+10.929,+4.273
0 days 01:59:07.666000,3,5.0,+10.946,+4.314
0 days 01:59:10.674000,3,5.0,+10.964,+4.339
0 days 01:59:15.612000,3,5.0,+11.033,+4.332
0 days 01:59:16.797000,3,5.0,+11.089,+4.349
0 days 01:59:23.804000,3,5.0,+11.215,+4.307
0 days 01:59:26.807000,3,5.0,+11.216,+4.315
0 days 01:59:31.601000,3,5.0,+11.170,+4.358
0 days 01:59:34.854000,3,5.0,+11.175,+4.310
0 days 01:59:38.055000,3,5.0,+11.230,+4.297
0 days 01:59:42.197000,3,5.0,+11.584,+4.469
0 days 01:59:48.055000,3,5.0,+11.572,+4.496
0 days 01:59:51.966000,3,5.0,+11.531,+4.501
0 days 01:59:56.411000,3,5.0,+11.510,+4.557
0 days 01:59:57.750000,3,5.0,+11.547,+4.562
0 days 02:00:02.644000,3,5.0,+11.730,+4.558
0 days 02:00:08.060000,3,5.0,+11.944,+4.653
0 days 02:00:13.636000,3,5.0,+11.880,+4.668
0 days 02:00:17.546000,3,5.0,+11.832,+4.732
0 days 02:00:21.410000,3,5.0,+11.781,+4.708
0 days 02:00:23.865000,3,5.0,+11.760,+4.727
0 days 02:00:26.322000,3,5.0,+11.799,+4.752
0 days 02:00:29.966000,3,5.0,+11.997,+4.808
0 days 02:00:34.583000,3,5.0,+12.047,+4.731
0 days 02:00:37.025000,3,5.0,+12.041,+4.741
0 days 02:00:39.484000,3,5.0,+12.032,+4.756
0 days 02:00:41.612000,3,5.0,+12.062,+4.788
0 days 02:00:44.647000,3,5.0,+12.117,+4.823
0 days 02:00:49.571000,3,5.0,+12.219,+4.835
0 days 02:00:50.773000,3,5.0,+12.252,+4.846
0 days 02:00:57.752000,3,5.0,+12.238,+4.881
0 days 02:01:00.788000,3,5.0,+12.203,+4.891
0 days 02:01:05.593000,3,5.0,+12.141,+4.933
0 days 02:01:08.784000,3,5.0,+12.101,+4.892
0 days 02:01:12.067000,3,5.0,+12.132,+4.899
0 days 02:01:16.143000,3,5.0,+12.504,+5.036
0 days 02:01:22.037000,3,5.0,+12.552,+5.209
0 days 02:01:25.952000,3,5.0,+12.505,+5.217
0 days 02:01:30.398000,3,5.0,+12.502,+5.270
0 days 02:01:31.691000,3,5.0,+12.552,+5.277
0 days 02:01:36.660000,3,5.0,+12.756,+5.269
0 days 02:01:42.150000,3,5.0,+12.995,+5.384
0 days 02:01:47.666000,3,5.0,+12.909,+5.382
0 days 02:01:51.600000,3,5.0,+12.858,+5.433
0 days 02:01:55.463000,3,5.0,+12.837,+5.412
0 days 02:01:57.891000,3,5.0,+12.817,+5.429
0 days 02:02:00.306000,3,5.0,+12.839,+5.418
0 days 02:02:03.925000,3,5.0,+12.990,+5.410
0 days 02:02:08.554000,3,5.0,+13.027,+5.382
0 days 02:02:11.010000,3,5.0,+13.013,+5.390
0 days 02:02:13.468000,3,5.0,+13.007,+5.413
0 days 02:02:15.628000,3,5.0,+13.048,+5.448
0 days 02:02:18.717000,3,5.0,+13.089,+5.469
0 days 02:02:23.466000,3,5.0,+13.139,+5.457
0 days 02:02:24.667000,3,5.0,+13.179,+5.463
0 days 02:02:31.680000,3,5.0,+13.342,+5.438
0 days 02:02:34.645000,3,5.0,+13.362,+5.454
0 days 02:02:39.466000,3,5.0,+13.324,+5.510
0 days 02:02:42.687000,3,5.0,+13.313,+5.502
0 days 02:02:45.843000,3,5.0,+13.321,+5.493
0 days 02:02:49.979000,3,5.0,+13.663,+5.648
0 days 02:02:55.824000,3,5.0,+13.642,+5.747
0 days 02:02:59.781000,3,5.0,+13.587,+5.745
0 days 02:03:04.199000,3,5.0,+13.597,+5.811
0 days 02:03:05.490000,3,5.0,+13.638,+5.835
0 days 02:03:10.447000,3,5.0,+13.286,+5.901
0 days 02:03:15.773000,3,5.0,+13.497,+5.940
0 days 02:03:21.337000,3,5.0,+13.381,+5.974
0 days 02:03:25.283000,3,5.0,+13.331,+6.036
0 days 02:03:29.152000,3,5.0,+13.334,+6.012
0 days 02:03:31.622000,3,5.0,+13.322,+6.034
0 days 02:03:34.019000,3,5.0,+13.367,+6.063
0 days 02:03:37.600000,3,5.0,+13.406,+6.106
0 days 02:03:42.244000,3,5.0,+13.479,+6.120
0 days 02:03:44.702000,3,5.0,+13.463,+6.126
0 days 02:03:47.163000,3,5.0,+13.455,+6.159
0 days 02:03:49.291000,3,5.0,+13.504,+6.223
0 days 02:03:52.329000,3,5.0,+13.596,+6.305
0 days 02:03:57.228000,3,5.0,+13.682,+6.389
0 days 02:03:58.398000,3,5.0,+13.736,+6.424
0 days 02:04:05.479000,3,5.0,+13.848,+6.536
0 days 02:04:08.428000,3,5.0,+13.837,+6.517
0 days 02:04:13.209000,3,5.0,+13.785,+6.558
0 days 02:04:16.420000,3,5.0,+13.777,+6.572
0 days 02:04:19.675000,3,5.0,+13.857,+6.691
0 days 02:04:23.670000,3,5.0,+14.182,+6.789
0 days 02:04:29.593000,3,5.0,+14.210,+6.864
0 days 02:04:33.492000,3,5.0,+14.176,+6.862
0 days 02:04:37.927000,3,5.0,+14.159,+6.917
0 days 02:04:39.174000,3,5.0,+14.201,+6.934
0 days 02:04:44.043000,3,5.0,+14.376,+6.953
0 days 02:04:49.380000,3,5.0,+14.494,+7.074
0 days 02:04:54.905000,3,5.0,+14.413,+7.095
0 days 02:04:58.793000,3,5.0,+14.249,+7.140
0 days 02:05:02.650000,3,5.0,+14.068,+7.130
0 days 02:05:05.061000,3,5.0,+14.000,+7.147
0 days 02:05:07.490000,3,5.0,+13.997,+7.159
0 days 02:05:11.202000,3,5.0,+14.278,+7.314
0 days 02:05:15.800000,3,5.0,+14.283,+7.313
0 days 02:05:18.234000,3,5.0,+14.260,+7.322
0 days 02:05:20.697000,3,5.0,+14.247,+7.360
0 days 02:05:22.793000,3,5.0,+14.271,+7.410
0 days 02:05:25.828000,3,5.0,+14.346,+7.496
0 days 02:05:30.670000,3,5.0,+14.513,+7.544
0 days 02:05:31.944000,3,5.0,+14.557,+7.567
0 days 02:05:38.936000,3,5.0,+14.716,+7.590
0 days 02:05:41.899000,3,5.0,+14.711,+7.599
0 days 02:05:46.694000,3,5.0,+14.655,+7.660
0 days 02:05:49.890000,3,5.0,+14.634,+7.671
0 days 02:05:53.080000,3,5.0,+14.676,+7.781
0 days 02:05:57.213000,3,5.0,+14.982,+7.869
0 days 02:06:03.023000,3,5.0,+15.088,+7.911
0 days 02:06:06.937000,3,5.0,+15.040,+7.921
0 days 02:06:11.377000,3,5.0,+15.031,+8.001
0 days 02:06:12.687000,3,5.0,+15.080,+8.052
0 days 02:06:17.615000,3,5.0,+15.318,+8.132
0 days 02:06:22.922000,3,5.0,+15.488,+8.135
0 days 02:06:28.424000,3,5.0,+15.357,+8.140
0 days 02:06:32.372000,3,5.0,+15.316,+8.201
0 days 02:06:36.261000,3,5.0,+15.336,+8.219
0 days 02:06:38.688000,3,5.0,+15.322,+8.251
0 days 02:06:41.149000,3,5.0,+15.367,+8.284
0 days 02:06:44.803000,3,5.0,+15.633,+8.388
0 days 02:06:49.359000,3,5.0,+15.613,+8.344
0 days 02:06:51.833000,3,5.0,+15.586,+8.361
0 days 02:06:54.281000,3,5.0,+15.566,+8.407
0 days 02:06:56.386000,3,5.0,+15.586,+8.475
0 days 02:06:59.436000,3,5.0,+15.603,+8.543
0 days 02:07:04.310000,3,5.0,+15.723,+8.663
0 days 02:07:05.498000,3,5.0,+15.766,+8.700
0 days 02:07:12.543000,3,5.0,+15.829,+8.729
0 days 02:07:15.532000,3,5.0,+15.839,+8.748
0 days 02:07:20.335000,3,5.0,+15.807,+8.822
0 days 02:07:23.517000,3,5.0,+15.810,+8.846
0 days 02:07:26.703000,3,5.0,+15.895,+8.866
0 days 02:07:30.799000,3,5.0,+16.175,+9.040
0 days 02:07:36.717000,3,5.0,+16.251,+9.056
0 days 02:07:40.631000,3,5.0,+16.231,+9.066
0 days 02:07:45.092000,3,5.0,+16.246,+9.145
0 days 02:07:46.373000,3,5.0,+16.307,+9.184
0 days 02:07:51.271000,3,5.0,+16.510,+9.196
0 days 02:07:56.602000,3,5.0,+16.651,+9.322
0 days 02:08:02.240000,3,5.0,+16.585,+9.331
0 days 02:08:06.094000,3,5.0,+16.557,+9.402
0 days 02:08:09.890000,3,5.0,+16.524,+9.327
0 days 02:08:12.362000,3,5.0,+16.507,+9.342
0 days 02:08:14.808000,3,5.0,+16.566,+9.386
0 days 02:08:18.442000,3,5.0,+16.799,+9.481
0 days 02:08:23.048000,3,5.0,+16.819,+9.446
0 days 02:08:25.466000,3,5.0,+16.806,+9.476
0 days 02:08:27.985000,3,5.0,+16.791,+9.527
0 days 02:08:30.044000,3,5.0,+16.816,+9.594
0 days 02:08:33.110000,3,5.0,+16.891,+9.712
0 days 02:08:38.046000,3,5.0,+17.031,+9.813
0 days 02:08:39.182000,3,5.0,+17.088,+9.845
0 days 02:08:46.173000,3,5.0,+17.177,+9.825
0 days 02:08:49.111000,3,5.0,+17.170,+9.832
0 days 02:08:54.002000,3,5.0,+17.131,+9.898
0 days 02:08:57.116000,3,5.0,+17.110,+9.900
0 days 02:09:00.385000,3,5.0,+17.219,+10.037
0 days 02:09:04.401000,3,5.0,+17.555,+10.131
0 days 02:09:10.254000,3,5.0,+17.546,+10.166
0 days 02:09:14.172000,3,5.0,+17.509,+10.162
0 days 02:09:18.601000,3,5.0,+17.517,+10.234
0 days 02:09:19.908000,3,5.0,+17.569,+10.261
0 days 02:09:24.809000,3,5.0,+17.811,+10.323
0 days 02:09:30.064000,3,5.0,+17.941,+10.372
0 days 02:09:35.627000,3,5.0,+17.888,+10.376
0 days 02:09:39.555000,3,5.0,+17.858,+10.434
0 days 02:09:43.352000,3,5.0,+17.869,+10.361
0 days 02:09:45.840000,3,5.0,+17.867,+10.357
0 days 02:09:48.231000,3,5.0,+17.920,+10.377
0 days 02:09:51.878000,3,5.0,+18.152,+10.450
0 days 02:09:56.499000,3,5.0,+18.181,+10.400
0 days 02:09:58.882000,3,5.0,+18.178,+10.418
0 days 02:10:01.386000,3,5.0,+18.175,+10.458
0 days 02:10:03.403000,3,5.0,+18.176,+10.482
0 days 02:10:06.529000,3,5.0,+18.238,+10.498
0 days 02:10:11.369000,3,5.0,+18.340,+10.532
0 days 02:10:12.533000,3,5.0,+18.401,+10.555
0 days 02:10:19.552000,3,5.0,+18.573,+10.569
0 days 02:10:22.519000,3,5.0,+18.574,+10.582
0 days 02:10:27.317000,3,5.0,+18.539,+10.643
0 days 02:10:30.498000,3,5.0,+18.501,+10.636
0 days 02:10:33.675000,3,5.0,+18.476,+10.633
0 days 02:10:37.701000,3,5.0,+18.757,+10.735
0 days 02:10:43.469000,3,5.0,+18.732,+10.700
0 days 02:10:47.380000,3,5.0,+18.689,+10.677
0 days 02:10:51.870000,3,5.0,+18.704,+10.763
0 days 02:10:53.146000,3,5.0,+18.766,+10.801
0 days 02:10:58.072000,3,5.0,+18.917,+10.809
0 days 02:11:03.303000,3,5.0,+19.075,+10.944
0 days 02:11:08.859000,3,5.0,+19.009,+10.941
0 days 02:11:12.830000,3,5.0,+19.006,+11.027
0 days 02:11:16.613000,3,5.0,+18.998,+11.007
0 days 02:11:19.083000,3,5.0,+18.998,+11.041
0 days 02:11:21.517000,3,5.0,+19.070,+11.097
0 days 02:11:25.110000,3,5.0,+19.210,+11.107
0 days 02:11:29.554000,3,5.0,+19.209,+11.048
0 days 02:11:32.005000,3,5.0,+19.200,+11.055
0 days 02:11:34.445000,3,5.0,+19.189,+11.086
0 days 02:11:36.568000,3,5.0,+19.182,+11.109
0 days 02:11:39.526000,3,5.0,+19.173,+11.090
0 days 02:11:44.311000,3,5.0,+19.283,+11.141
0 days 02:12:00.951000,3,6.0,+19.283,+11.141
0 days 02:12:07.008000,3,7.0,+19.283,+11.141
0 days 02:12:10.104000,3,8.0,+19.283,+11.141
0 days 02:12:17.403000,3,9.0,+19.283,+11.141
0 days 02:12:22.757000,3,9.0,+38.645,+2.185
0 days 02:12:26.203000,3,9.0,+38.952,+2.442
0 days 02:12:30.308000,3,9.0,+39.300,+2.597
0 days 02:12:36.009000,3,9.0,+39.186,+2.430
0 days 02:12:39.919000,3,9.0,+39.128,+2.357
